date,language,type,title,by,overall,quality,repeatability
14-Dec-07,English,movie,American Gangster,"Denzel Washington, Russell Crowe",3,4,2
07-Dec-07,Tamil,movie,Pasupathy,"Vivek, Ranjit",2,2,1
04-Nov-07,English,movie,True Romance,"Christian Slater, Patricia Arquette",3,4,1
30-Nov-07,Tamil,movie,Azhagiya Thamizh Magan,"Vijay, Shriya",3,2,1
27-Nov-07,Tamil,movie,Polladhavan,Dhanush,4,4,2
24-Nov-07,Tamil,movie,Vel,"Surya, Asin",3,3,2
20-Nov-07,English,movie,"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",,3,3,2
17-Nov-07,Tamil,movie,Sivakasi,"Vijay, Asin",3,2,2
15-Nov-07,English,movie,Bridge to Terabithia,,4,5,1
14-Nov-07,English,movie,Night at the Museum,"Ben Stiller, Robin Williams",3,3,1
13-Nov-07,Tamil,movie,Thennavan,"Vijaykanth, Kiran, Nasser, Vivek",2,2,1
10-Nov-07,English,movie,Breach,,3,3,1
04-Nov-07,English,movie,Donnie Brasco,"Al Pacino, Johnny Depp",3,4,1
02-Nov-07,English,movie,Platoon,Charlie Sheen,3,4,1
01-Nov-07,Hindi,movie,Eklavya,"Amitabh Bachchan, Saif Ali Khan",3,4,1
28-Oct-07,Japanese,movie,Mononoke-hime,"Billy Bob Thornton, Billy Crudup, Minnie Driver",4,4,2
27-Oct-07,English,movie,Surf's Up,,3,3,2
26-Oct-07,Tamil,movie,Chandramukhi,"Rajnikanth, Jyothika",4,3,3
24-Oct-07,English,fiction,Percy Jackson and the Titan's Curse,Rick Riordan,3,3,2
22-Oct-07,English,movie,Pirates of the Caribbean: At World's End,"Johnny Depp, Keira Knightley",3,3,2
21-Oct-07,Tamil,movie,Malaikottai,"Vishal, Priya Mani",2,2,1
21-Oct-07,Tamil,movie,Marudhamalai,"Arjun, Vadivelu",2,2,1
20-Oct-07,Tamil,movie,Rhythm,"Arjun, Meena",4,4,2
19-Oct-07,Tamil,movie,Winner,"Prashanth, Kiran, Vadivelu",3,3,2
18-Oct-07,English,movie,Ratatouille,,4,4,2
17-Oct-07,English,fiction,Percy Jackson and the Sea of Monsters,Rick Riordan,3,3,2
16-Oct-07,Tamil,movie,Satham Podadhe,"Prithviraj, Padmapriya",4,4,1
14-Oct-07,English,fiction,Percy Jackson and the Lightning Thief,Rick Riordan,3,3,2
12-Oct-07,Tamil,movie,Cheena Thana,"Prasanna, Vadivelu",2,2,1
06-Oct-07,English,movie,Evan Almighty,"Steve Collett?, Morgan Freeman",3,3,2
05-Oct-07,Hindi,movie,Choti Si Baat,"Amol Palekar, Vidya Sinha, Ashok Kumar",3,3,2
23-Sep-07,Hindi,movie,Naram Garam,"Amol Palekar, Swaroop Sampath",4,4,3
22-Sep-07,Hindi,movie,Dillagi,"Dharmendra, Hema Malini",4,4,2
21-Sep-07,Tamil,movie,Kadhal Sadugudu,"Vikram, Prakash Raj",3,3,2
20-Sep-07,English,movie,Matchstick Men,Nicholas Cage,3,4,2
18-Sep-07,English,movie,The Bourne Ultimatum,Matt Damon,3,3,1
12-Sep-07,Hindi,movie,Hey Baby,"Akshay Kumar, Vidya Balan",4,4,2
01-Sep-07,Tamil,movie,Naan Avanillai,"Jeevan, Sneha, Namita",3,3,2
31-Aug-07,Tamil,movie,Veyyil,"Bharath, Pasupathy",4,4,1
29-Aug-07,Tamil,movie,Arya,"Madhavan, Prakash Raj",3,3,1
27-Aug-07,Tamil,movie,Kreedam,"Ajit, Rajkiran, Trisha",4,4,2
22-Aug-07,English,movie,Mystic River,"Clint Eastwood, Sean Penn, Tim Robbins, Kevin Bacon",4,5,1
21-Aug-07,English,movie,Collateral,Tom Cruise,3,3,2
19-Aug-07,English,movie,Fever Pitch,Drew Barrymore,3,3,1
19-Aug-07,English,movie,A Bridge Too Far,"Richard Attenborough, Sean Connory, Michael Caine",4,4,1
19-Aug-07,English,movie,Shrek the Third,"Mike Myers, Eddie Murphy, Antonio Banderas, Cameron Diaz",4,4,2
19-Aug-07,English,movie,Spiderman 3,Kirsten Dunst,3,3,1
18-Aug-07,English,movie,Brief Encounter,,2,2,1
17-Aug-07,English,movie,Glory,Mathew Broderick,4,4,2
16-Aug-07,English,movie,Harold and Maude,,4,5,1
15-Aug-07,Hindi,movie,Partner,"Govinda, Salman Khan",2,1,1
14-Aug-07,English,movie,Anatomy of a Murder,James Stewart,3,4,2
14-Aug-07,Japanese,movie,Yojimbo,Akira Kurasawa,4,4,1
13-Aug-07,Hindi,movie,Shootout at Lokhandwala,Sanjay Dutt,2,2,1
12-Aug-07,Tamil,movie,Baba,Rajnikanth,2,2,1
11-Aug-07,Tamil,movie,Pudhiya Geethai,"Vijay, Meera Jasmine, Amisha Patel, Kalabhavan Mani",3,4,2
11-Aug-07,Tamil,movie,Nizhal Nijamagiradhu,"K Balachandar, Kamal Hassan, Shoba",5,5,3
09-Aug-07,English,movie,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,,1,1,1
08-Aug-07,English,movie,Chicago,"Renée Zellweger, Richard Gere, Catherine Zeta-Jones",3,4,1
07-Aug-07,English,movie,Falling Down,Michael Douglas,3,3,1
06-Aug-07,English,movie,Fracture,"Anthony Hopkins, Ryan Gosling",3,3,2
05-Aug-07,Hindi,movie,Jhoom Barabar Jhoom,"Abhishek Bachchan, Preity Zinta",3,3,2
05-Aug-07,English,fiction,The Dark Knight Returns,Frank Miller,4,4,2
05-Aug-07,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4,4,3
04-Aug-07,English,movie,I Heart Huckabees,"Dustin Hoffman, Jude Law",2,3,1
04-Aug-07,English,fiction,Batman Year One,Frank Miller,4,4,2
04-Aug-07,Tamil,movie,Mahadevi,"MGR, Savithri, PS Veerappa",3,3,1
04-Aug-07,English,fiction,The Runaway Jury,John Grisham,3,3,2
03-Aug-07,English,movie,Mr. Deeds Goes to Town,"Frank Capra, Gary Cooper, Jean Arthur",3,3,2
02-Aug-07,English,fiction,How to be Good,Nick Hornby,4,4,2
01-Aug-07,English,movie,Two for the Money,Al Pacino,3,3,2
31-Jul-07,English,movie,Shaun of the Dead,"Edgar Wright, Simon Pegg",3,3,1
31-Jul-07,English,movie,The Simpsons Movie,,4,3,2
30-Jul-07,English,movie,Equilibrium,Christian Bale,3,3,2
29-Jul-07,English,movie,Following,Christopher Nolan,4,4,2
29-Jul-07,English,movie,Meet John Doe,"Frank Capra, Gary Cooper",4,4,2
29-Jul-07,English,movie,Hot Fuzz,"Edgar Wright, Simon Pegg",4,4,2
29-Jul-07,English,movie,Ghostbusters,"Bill Murray, Dan Ackroyd, Sigourney Weaver",3,2,2
28-Jul-07,English,movie,You Can't Take It with You,"Frank Capra, James Stewart",5,4,3
28-Jul-07,English,movie,300,Frank Miller,5,5,2
28-Jul-07,English,movie,The Treasure of Sierra Madre,Humphrey Bogart,3,4,1
28-Jul-07,Japanese,movie,Ran,Akira Kurasawa,5,5,1
26-Jul-07,English,movie,Running Scared,Paul Walker,4,4,1
25-Jul-07,Tamil,movie,Hey Nee Romba Azhaga Irukka,"Shaam, Sneha, Vivek",3,3,2
25-Jul-07,English,movie,Children of Men,Chris Owen,4,5,1
24-Jul-07,English,movie,FX2,"Bryan Brown, Brian Dennehy",3,3,2
24-Jul-07,English,movie,Insomnia,"Christopher Nolan, Al Pacino, Robin Williams",4,5,1
23-Jul-07,English,movie,Runaway Jury,"John Cusack, Rachel Weisz, Gene Hackman, Dustin Hoffman",4,4,2
22-Jul-07,English,movie,Gunga Din,"Cary Grant, Douglas Fairbanks",3,3,2
22-Jul-07,English,movie,High Noon,Gary Cooper,4,4,2
21-Jul-07,English,fiction,Harry Potter and the Deathly Hallows,J K Rowling,4,4,3
21-Jul-07,English,movie,Ed Wood,"Tim Burton, Johnny Depp",2,3,1
21-Jul-07,English,movie,Thank You For Smoking,"Adam Brody, Katie Holmes",4,4,2
21-Jul-07,English,movie,88 Minutes,Al Pacino,4,4,2
21-Jul-07,English,movie,Dirty Harry,Clint Eastwood,3,3,1
20-Jul-07,English,movie,The Big Sleep,"Humphrey Bogart, Howard Hawks",3,4,1
20-Jul-07,English,movie,Die Hard 4.0,Bruce Willis,4,3,2
19-Jul-07,English,movie,His Girl Friday,"Howard Hawks, Cary Grant",3,3,2
19-Jul-07,English,movie,Snatch.,"Guy Ritchie, Brad Pitt",3,4,1
18-Jul-07,English,movie,Blood Diamond,"Leonardo Di Caprio, Jennifer Connelly",3,4,1
17-Jul-07,English,movie,Harry Potter and the Order of the Phoenix,,2,2,1
17-Jul-07,English,movie,Practical Magic,"Nicole Kidman, Sandra Bullock",1,2,1
17-Jul-07,English,movie,Ghost Rider,Nicholas Cage,2,2,1
16-Jul-07,Hindi,movie,Cheeni Kum,"Amitabh Bachchan, Tabu",4,4,2
06-Jul-07,English,fiction,Flyte,Angie Sage,3,3,2
20-Jun-06,Tamil,movie,Sivaji,"Rajnikanth, Vivek",3,3,2
10-Jun-06,English,movie,Next,"Nicholas Cage, Julianne Moore",2,2,1
05-Jun-06,Tamil,movie,Vyapari,SJ Surya,1,2,1
01-Jun-06,Tamil,movie,Unnale Unnale,Sada,2,2,1
26-May-06,Tamil,movie,Mayakannadi,"Cheran, Navya Nair",2,2,1
13-May-07,Tamil,movie,Chennai Kadhal,"Bharath, Genelia",3,3,1
08-May-07,English,movie,Little Miss Sunshine,Greg Kinnear,4,4,1
05-May-07,Tamil,movie,Jay Jay,Madhavan,3,2,2
03-May-07,Tamil,movie,Pistha,"Karthik, Nagma",3,3,2
23-Apr-07,English,movie,Wait Until Dark,Audrey Hepburn,4,4,2
22-Apr-07,English,movie,Premonition,Sandra Bullock,2,2,1
18-Apr-07,Tamil,movie,Alwar,"Ajit, Asin",2,2,1
10-Apr-07,English,movie,The Pursuit of Happyness,Will Smith,4,5,1
09-Apr-07,Tamil,movie,Ooty Varai Uravu,"Sivaji Ganesan, K R Vijaya, Balaiyya",3,3,3
08-Apr-07,Hindi,movie,Don,"Shah Rukh Khan, Priyanka Chopra",2,2,1
06-Apr-07,English,movie,The Illusionist,Edward Norton,4,4,2
02-Apr-07,Tamil,movie,Mozhi,"Prakash Raj, Prithviraj, Jyothika",4,5,3
31-Mar-07,Hindi,movie,Guru,"Mani Rathnam, Abhishek Bachchan",4,5,1
24-Mar-07,English,movie,Under Siege,Steven Seagal,3,3,2
20-Mar-07,Tamil,movie,Thamarabharani,"Vishal, Prabhu, Nadiya",3,3,1
17-Mar-07,Tamil,movie,Pachaikili Muthucharam,"Sarath Kumar, Jyothika",4,4,2
14-Mar-07,English,movie,Babel,"Brad Pitt, Cate Blanchett",4,4,1
14-Mar-07,English,movie,The Prestige,"Christopher Nolan, Hugh Jackman, Christian Bale, Michael Caine",5,5,2
14-Mar-07,English,movie,Deja Vu,Denzel Washington,4,4,2
12-Mar-07,Tamil,movie,Thiruvilaiyaadal Aarambam,"Dhanush, Shriya, Prakash Raj",3,3,2
11-Mar-07,English,movie,The Departed,"Jack Nicholson, Leonardo Di Caprio, Matt Damon",4,5,2
10-Mar-07,Tamil,movie,Panchathanthiram,"Kamal Hassan, Simran",5,5,3
06-Mar-07,Tamil,movie,Sathi Leelavathi,"Kamal Hassan, Ramesh Arvind",5,5,3
28-Feb-07,Tamil,movie,Kushi,"Vijay, Jyothika",3,4,2
27-Feb-07,Tamil,movie,Samsaram Adhu Minsaram,"Visu, Lakshmi",4,4,2
26-Feb-07,Tamil,movie,Pokkiri,"Vijay, Asin",4,4,2
17-Feb-07,Tamil,movie,Bama Vijayam,K Balachandar,4,4,2
15-Feb-07,Tamil,movie,Edhir Neechal,"K Balachandar, Nagesh",5,5,3
12-Feb-07,English,movie,Batman Begins,"Christopher Nolan, Christian Bale, Michael Caine, Liam Neeson",4,5,2
10-Feb-07,Tamil,movie,Vasool Raja MBBS,"Kamal Hassan, Sneha, Prakash Raj, Prabhu",4,3,3
10-Feb-07,Tamil,movie,Simla Special,"Kamal, Sripriya, SV Shekar",4,3,2
09-Feb-07,Hindi,movie,Chupke Chupke,"Hrishikesh Mukherji, Dharmendra, Sharmila Tagore",4,4,3
08-Feb-07,English,movie,Heat,"Al Pacino, Robert De Niro",3,4,1
08-Feb-07,English,movie,"Planes, Trains and Automobiles","Steve Martin, John  Candy",4,4,2
07-Feb-07,English,movie,Man on Fire,Denzel  Washington,3,3,1
07-Feb-07,English,movie,The Break-Up,Jennifer Anniston,3,3,1
06-Feb-07,Tamil,movie,Anniyan,"Vikram, Sada",3,3,2
30-Jan-07,English,movie,Mission Impossible,Tom Cruise,4,4,2
29-Jan-07,English,movie,District 13,,4,4,2
24-Jan-07,Hindi,movie,Lagaan,Aamir Khan,4,4,2
23-Jan-07,Tamil,movie,Padaiyappa,"Rajnikanth, Ramya Krishnan",4,4,2
21-Jan-07,Tamil,movie,Magalir Mattum,"Kamal Hassan, Revathi, Urvashi, Rohini",4,4,2
17-Jan-07,Tamil,movie,Dum Dum Dum,"Madhavan, Jyothika",4,3,3
08-Jan-07,English,movie,Kill Bill: Vol. 2,"Quentin Tarantino, Uma Thurman",4,4,2
07-Jan-07,English,movie,Kill Bill: Vol. 1,"Quentin Tarantino, Uma Thurman",5,5,2
07-Jan-07,English,movie,What Women Want,"Mel Gibson, Helen Hunt",4,3,3
06-Jan-07,Tamil,movie,Mounam Pesiyadhe,"Surya, Trisha",3,3,1
03-Jan-07,English,movie,Ransom,"Mel Gibson, Rene Russo",3,3,2
03-Jan-07,English,movie,Robin Hood: Prince of Thieves,Kevin Costner,3,3,2
01-Jan-07,Tamil,movie,Sivappadhigaram,"Vishal, Raghuvaran",2,2,1
31-Dec-06,Tamil,movie,Thiruvilaiyaadal Aarambam,"Dhanush, Shriya, Prakash Raj",3,3,2
25-Dec-06,Hindi,movie,Dhoom 2,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai",3,3,2
24-Dec-06,English,movie,Love Actually,"Hugh Grant, Liam Neeson, Colin Firth",3,3,3
23-Dec-06,English,movie,Legal Eagles,Robert Redford,3,3,1
17-Dec-06,Tamil,movie,Vathiyar,Arjun,2,2,1
15-Dec-06,Tamil,movie,Rendu,Madhavan,3,3,1
12-Dec-06,Tamil,movie,Chandramukhi,"Rajnikanth, Jyothika",3,3,3
11-Dec-06,Tamil,movie,Ullathai Allitha,"Karthik, Rambha",3,2,3
09-Dec-06,English,movie,Hulk,Eric Bana,2,2,1
08-Dec-06,English,movie,Hotel Rwanda,Don Cheadle,4,5,1
07-Dec-06,English,movie,Alien,"Ridley Scott, Sigourney Weaver",2,2,1
06-Dec-06,English,movie,Donnie Darko,,3,3,1
05-Dec-06,English,movie,Before Sunset,Ethan Hawke,4,4,1
04-Dec-06,English,movie,Before Sunrise,Ethan Hawke,3,4,1
03-Dec-06,English,movie,The Recruit,"Al Pacino, Colin Farrell",3,3,2
03-Dec-06,English,fiction,The Afghan,Frederick Forsyth,3,3,1
01-Dec-06,Hindi,movie,Dhoom,"Abhishek Bachchan, Uday Chopra, John Abraham",3,3,2
30-Nov-06,English,movie,The Man Who Shot Liberty Valance,"James Stewart, John Wayne",4,4,1
28-Nov-06,English,movie,Trading Places,"Eddie Murphy, Dan Ackroyd",3,2,2
27-Nov-06,English,fiction,Cat O Nine Tales,Jeffrey Archer,4,4,2
26-Nov-06,English,movie,District 13,,4,4,2
26-Nov-06,English,movie,Accepted,,2,2,1
25-Nov-06,English,movie,Troy,"Brad Pitt, Orlando Bloom",3,3,1
24-Nov-06,Tamil,movie,Varalaru,"Ajit, Asin",3,3,1
23-Nov-06,German,movie,"Untergang, Der",,3,4,1
22-Nov-06,English,movie,Volcano,"Tommy Lee Jones, Anne Heche",3,3,2
21-Nov-06,English,movie,Good Night and Good Luck,George Clooney,4,4,2
20-Nov-06,English,movie,Paths of Glory,"Stanley Kubrick, Kirk Douglas",4,5,1
19-Nov-06,Japanese,movie,Shichinin no samurai,Akira Kurasawa,3,4,1
17-Nov-06,English,movie,Fargo,"William Macy, Steve Buscemi",3,3,1
16-Nov-06,English,movie,Unforgiven,"Clint Eastwood, Gene Hackman, Morgan Freeman",4,5,1
15-Nov-06,English,movie,Pirates of the Caribbean: Dead Man's Chest,"Johnny Depp, Keira Knightley",3,3,2
14-Nov-06,English,fiction,The Immortals 04: The Realms of the Gods,Tamora Pierce,3,3,2
13-Nov-06,English,fiction,The Immortals 03: Emperor Mage,Tamora Pierce,4,4,2
12-Nov-06,English,fiction,The Immortals 02: Wolf-Speaker,Tamora Pierce,4,4,2
11-Nov-06,English,fiction,The Immortals 01: Wild Magic,Tamora Pierce,3,3,2
10-Nov-06,English,movie,Timeline,Richard Donner,3,2,2
08-Nov-06,English,fiction,The Count of Monte Cristo,Alexandre Dumas,5,5,2
07-Nov-06,English,movie,Mission Impossible 3,"Tom Cruise, Philip Seymour Hoffman",4,3,2
06-Nov-06,English,movie,"Vita è bella, La",Roberto Benigni,5,5,2
05-Nov-06,English,movie,Sin City,"Bruce Willis, Jessica Alba",4,4,1
04-Nov-06,English,movie,The Italian Job,"Mark Walhberg, Charlize Theron, Edward Norton",3,3,1
02-Nov-06,German,movie,Lola Rennt,,4,4,1
02-Nov-06,English,fiction,The Prisoner of Zenda,Anthony Hope,4,4,3
01-Nov-06,English,fiction,The Circle of Magic 1,Tamora Pierce,2,2,1
31-Oct-06,English,movie,Superman Returns,"Brandon Routh, Kate Bosworth",2,2,2
30-Oct-06,English,movie,The Devil Wears Prada,"Meryl Streep, Anne Hathaway",3,3,1
30-Oct-06,English,fiction,The Song of the Lioness: Lioness Rampant,Tamora Pierce,3,3,1
30-Oct-06,English,movie,V for Vendetta,Natalie Portman,5,5,2
30-Oct-06,English,movie,Léon,"Jean Remo, Natalie Portman",4,4,1
29-Oct-06,English,movie,The Constant Gardener,"Ralph Fiennes, Rachel Weisz",4,4,2
28-Oct-06,Tamil,movie,Thirumalai,"Vijay, Jyothika",3,3,2
27-Oct-06,English,movie,The Third Man,,3,4,1
26-Oct-06,English,movie,The Conversation,Gene Hackman,3,4,1
25-Oct-06,English,movie,Butch Cassidy and the Sundance Kid,"Paul Newman, Robert Redford",3,3,1
25-Oct-06,English,fiction,The Song Of The Lioness: The Woman Who Rides Like A Man,Tamora Pierce,2,2,1
25-Oct-06,English,movie,Psycho,Alfred Hitchcock,4,4,1
25-Oct-06,English,movie,Cars,"Owen Wilson, Paul Newman",4,3,2
25-Oct-06,English,movie,The Lake House,"Keanu Reeves, Sandra Bullock",2,2,1
24-Oct-06,English,fiction,The Song Of The Lioness: In The Hand Of The Goddess,Tamora Pierce,3,3,1
24-Oct-06,English,fiction,The Song Of The Lioness: The First Adventure,Tamora Pierce,3,3,1
22-Oct-06,English,movie,Master and Commander,"Russell Crowe, Paul Bettany",3,3,1
22-Oct-06,English,movie,The Bridge on the River Kwai,Alec Guinness,4,4,1
21-Oct-06,English,movie,Big Fish,Ewan McGregor,3,3,1
20-Oct-06,English,movie,Indiscreet,"Cary Grant, Ingrid Bergman",4,3,2
19-Oct-06,English,movie,Firewall,"Harrison Ford, Paul Bettany",3,3,2
18-Oct-06,English,movie,Sling Blade,Billy Bob Thornton,3,4,1
18-Oct-06,English,movie,Fistful of Dollars,"Clint Eastwood, Sergio Leone",3,3,2
17-Oct-06,English,fiction,Dragonflight,Anne McCaffrey,3,3,2
17-Oct-06,English,movie,Spy Game,"Robert Redford, Brad Pitt",3,3,1
16-Oct-06,English,movie,Harvey,"James Stewart, Josephine Hull",4,3,2
16-Oct-06,English,movie,Lucky Number Slevin,Bruce Willis,3,4,1
14-Oct-06,English,movie,The Last Castle,Robert Redford,4,4,2
07-Oct-06,English,movie,Click,Adam Sandler,3,3,1
06-Oct-06,English,movie,The Inside Man,"Denzel Washington, Jodie Foster",5,5,2
06-Oct-06,English,movie,X-Men: The Last Stand,"Patrick Stewart, Hugh Jackman, Hale Berry",3,3,1
05-Oct-06,English,movie,The Da Vinci Code,"Ron Howard, Tom Hanks, Audrey Tatou",3,3,1
01-Oct-06,Hindi,movie,Rang Birangi,"Hrishikesh Mukherji, Amol Palekar",3,3,3
30-Sep-06,English,movie,Cool Hand Luke,Paul Newman,3,4,1
30-Sep-06,Tamil,movie,Perarasu,Vijaykanth,2,2,1
27-Sep-06,Hindi,movie,Lage Raho Munnabhai,"Sanjay Dutt, Vidya Balan, Arshad Warsi",3,3,2
21-Sep-06,Hindi,movie,Bawarchi,"Hrishikesh Mukherji, Rajesh Khanna, Jaya Badhuri",4,4,3
17-Sep-06,Tamil,movie,Jillunu Oru Kadhal,"Surya, Jyothika, Bhumika",3,3,2
12-Sep-06,English,movie,50 First Dates,"Adam Sandler, Drew Barrymore",4,4,2
05-Sep-06,Tamil,movie,Vettayadu Vilayadu,"Gautham Menon, Kamal Hassan, Jyothika",3,4,2
04-Sep-06,English,non-fiction,The Art of Software Testing,Glenford J. Myers,4,4,2
28-Aug-06,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5,4,3
28-Aug-06,English,movie,The Englishman Who Went Up A Hill But Came Down A Mountain,Hugh Grant,4,4,2
27-Aug-06,Tamil,movie,Thimiru,"Vishal, Reema Sen",2,2,2
21-Aug-06,English,movie,The Pink Panther,"Steve Martin, Kevin Kline",3,3,2
20-Aug-06,Hindi,movie,Kabhi Alvida Na Kehna,"Shah Rukh Khan, Amitabh Bachchan, Abhishek Bachchan",3,3,1
15-Aug-06,English,movie,A Christmas Story,,3,3,1
15-Aug-06,Tamil,movie,Shah Jahan,Vijay,3,3,2
11-Aug-06,English,movie,Torn Curtain,"Alfred Hitchcock, Paul Newman, Julie Andrews",4,4,2
10-Aug-06,English,movie,FX - Murder by Illusion,"Bryan Brown, Brian Dennehy",3,3,2
10-Aug-06,English,movie,Hatari!,John Wayne,3,3,2
06-Aug-06,English,movie,Chinatown,Jack Nicholson,4,4,1
06-Aug-06,Tamil,movie,Something Something Unakkum Enakkum,"Jayam Ravi, Trisha",4,4,2
06-Jun-06,English,script,Ten Things I Hate About You,"Karen McCullah Lutz, Kirsten Smith",4,4,2
31-Jul-06,English,movie,The Sword in the Stone,Walt Disney,3,3,1
27-Jul-06,English,movie,Singin' in the Rain,Gene Kelly,3,3,2
23-Jul-06,English,movie,My Favourite Wife,"Cary Grant, Irene Dunn",3,3,1
22-Jul-06,Tamil,movie,Kannadi Pookkal,Parthiban,4,4,1
20-Jul-06,English,movie,The Bishop's Wife,"Cary Grant, David Niven",3,3,2
18-Jul-06,English,movie,Holiday,"Cary Grant, Katherine Hepburn",4,4,2
17-Jul-06,English,fiction,Magician,Raymond Feist,3,3,2
14-Jul-06,English,fiction,Talon of the Silver Hawk,Raymond Feist,2,2,2
12-Jul-06,English,fiction,King of Foxes,Raymond Feist,2,2,1
11-Jul-06,English,movie,Strangers on a Train,Alfred Hitchcock,3,3,2
09-Jul-06,Tamil,movie,Jor,"Sathyaraj, Sibiraj",2,2,2
05-Jul-06,English,fiction,The Key,Marianne Curley,3,3,2
04-Jul-06,English,fiction,The Dark,Marianne Curley,3,3,2
03-Jul-06,English,fiction,The Named,Marianne Curley,3,3,2
01-Jul-06,Hindi,movie,Yugpurush,"Nana Patekar, Jackie Shroff, Manisha Koirala",4,4,1
01-Jul-06,Tamil,movie,April Madhathil,"Srikanth, Sneha",3,3,2
29-Jun-06,English,non-fiction,Purple Cow,Seth Godin,2,3,1
28-Jun-06,English,movie,Suspicion,"Alfred Hitchcock, Cary Grant",3,3,1
25-Jun-06,Tamil,movie,Parijatham,K Bhagyaraj,4,4,2
23-Jun-06,English,fiction,Magyk,Angie Sage,3,3,2
22-Jun-06,English,non-fiction,Fermat's Last Theorem,Simon Singh,4,4,2
18-Jun-06,English,fiction,Ptolemy's Gate,Jonathan Stroud,3,3,2
11-Jun-06,English,fiction,The Opal Deception,Eoin Colfer,3,3,2
11-Jun-06,English,fiction,The Eternity Code,Eoin Colfer,3,3,2
04-Jun-06,Tamil,movie,Thiruttu Payale,"Jeevan, Sonia Agarwal",3,3,2
31-May-06,Tamil,movie,Edhiri,"Madhavan, Sada",3,2,2
30-May-06,Tamil,movie,Kalaba Kadalan,"Arya, Renuka Menon",4,4,1
27-May-06,Hindi,movie,Parineeta,"Saif Ali Khan, Vidya Balan",4,4,2
26-May-06,English,non-fiction,The New Science of Strong Materials,J E Gordon,4,4,2
25-May-06,English,movie,Life of Brian,"Graham Chapman, John Cleese",3,3,1
22-May-06,English,non-fiction,Bad Thoughts,Jamie Whyte,3,3,1
21-May-06,English,video,Lois and Clark S1E22 - The House of Luthor,"Dean Cain, Teri Hatcher",3,3,2
21-May-06,English,video,Lois and Clark S1E21 - Barbarians At The Planet,"Dean Cain, Teri Hatcher",3,3,2
21-May-06,English,video,Lois and Clark S1E19 - Vatman,"Dean Cain, Teri Hatcher",3,3,2
21-May-06,English,video,Lois and Clark S1E18 - The Rival,"Dean Cain, Teri Hatcher",3,3,2
21-May-06,English,video,Lois and Clark S1E15 - Illusions Of Grandeur,"Dean Cain, Teri Hatcher",3,3,2
21-May-06,English,video,Lois and Clark S1E14 - Witness,"Dean Cain, Teri Hatcher",3,3,2
21-May-06,English,video,Talk by Guido van Rossum at Google 2,Guido van Rossum,3,3,1
21-May-06,English,video,Talk on Python at Google 1,Guido van Rossum,3,3,1
20-May-06,English,video,Lois and Clark S1E09 - The Green Glow of Home,"Dean Cain, Teri Hatcher",3,3,2
20-May-06,English,video,Lois and Clark S1E08 - Smart Kids,"Dean Cain, Teri Hatcher",3,3,2
20-May-06,English,video,Lois and Clark S1E07 - I've Got a Crush on You,"Dean Cain, Teri Hatcher",3,3,2
20-May-06,English,video,Lois and Clark S1E06 - Requiem for a Superhero,"Dean Cain, Teri Hatcher",3,3,2
20-May-06,English,video,Lois and Clark S1E05 - I'm Looking Through You,"Dean Cain, Teri Hatcher",3,3,2
20-May-06,English,video,Lois and Clark S1E04 - Neverending Battle,"Dean Cain, Teri Hatcher",3,3,2
20-May-06,English,video,Lois and Clark S1E01 - The Pilot,"Dean Cain, Teri Hatcher",3,3,2
19-May-06,English,video,Sherlock Holmes - The Sign of Four,Jeremy Brett,3,3,2
18-May-06,English,movie,All About Eve,Anne Baxter,4,5,1
18-May-06,English,fiction,Tunnel in the Sky,Robert Heinlein,4,4,2
17-May-06,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4,4,3
16-May-06,English,movie,Operation Petticoat,"Cary Grant, Tony Curtis",3,3,2
15-May-06,English,movie,Taxi Driver,"Martin Scorcese, Robert De Niro",3,3,1
14-May-06,English,movie,Sunset Blvd.,Billy Wilder,2,3,1
14-May-06,English,movie,Spellbound,"Alfred Hitchcock, Gregory Peck, Ingrid Bergman",3,3,2
13-May-06,Tamil,movie,Chithiram Pesudhadi,Mysskin,3,3,1
13-May-06,Tamil,movie,Saravana,"Silambarasan, Jyothika, Prakash Raj",3,3,3
11-May-06,Tamil,movie,Anjaneya,"Ajit, Meera Jasmine",3,3,2
11-May-06,English,movie,Notorious,"Cary Grant, Ingrid Bergman",3,3,2
10-May-06,French,movie,"Fabuleux destin d'Amélie Poulain, Le",Audrey Tatou,5,5,2
08-May-06,English,movie,Dog Day Afternoon,Al Pacino,4,4,1
07-May-06,Tamil,movie,Pachai Kudhirai,"Parthiban, Namitha",1,1,1
06-May-06,English,video,President Bush Impersonation,Steve Bridges,2,3,1
06-May-06,English,movie,To Catch a Thief,"Alfred Hitchcock, Cary Grant",4,4,2
06-May-06,English,video,Lois & Clark S2E02 Wall of Sound,"Dean Cain, Teri Hatcher",3,3,2
05-May-06,English,video,Lois & Clark S1E20 Fly Hard,"Dean Cain, Teri Hatcher",3,3,2
05-May-06,English,video,Lois & Clark S1E17 Foundling,"Dean Cain, Teri Hatcher",3,3,2
